rho,iter,conv,bound,wmax,xerr,xbar
10.0,34,0.3090894500731273,-109053.51778235736,190.14626883729022,9.841661601874165,89.8416616019 249.358034844 160.800303555
10.0,35,0.023575621863100884,-108732.62848407208,188.37330063290153,9.259327393846348,89.2593273938 249.822703184 160.917969423
10.0,36,0.027527461663035702,-108732.62848407208,190.28911070248142,8.916469461339545,88.7248884491 250.191581012 161.083530539
10.0,37,0.1047046984544249,-108726.37916379055,194.0255028755368,8.657498543749114,88.2838593166 250.373639227 161.342501456
10.0,38,0.10293320733720385,-108726.37916379055,197.7301523412288,8.305911391468186,87.9354464263 250.370464965 161.694088609
10.0,39,0.044967478806292385,-108726.37916379055,200.1787568092479,7.893109128677395,87.648248652 250.244860477 162.106890871
10.0,40,0.004740656253365171,-108726.37916379055,200.97379611512764,7.460430906412057,87.3809269384 250.079503968 162.539569094
10.0,41,0.0024568887261456063,-108726.37916379055,200.40144555271127,7.099296471406262,87.0992964714 249.942764981 162.957938548
10.0,42,0.012541977068454922,-108726.37916379055,199.10828523393775,6.785337017012324,86.785337017 249.870683996 163.343978987
10.0,43,0.01352025597354734,-108726.37916379055,197.76563829842019,6.43781142785258,86.4378114279 249.865735332 163.69645324
10.0,44,0.0064601238389593914,-108726.37916379055,196.8375489474198,6.067083670478652,86.0670836705 249.907191093 164.025725237
10.0,45,0.000879051233768838,-108726.37916379055,196.49519411527933,5.687797146010951,85.687797146 249.965764526 164.346438328
10.0,46,0.00019744851354998788,-108726.37916379055,196.65744844943958,5.328792124792869,85.3125666826 250.016225442 164.671207875
10.0,47,0.0014823563023160765,-108726.37916379055,197.10202409917514,4.99290818718805,84.9484506122 250.044457575 165.007091813
10.0,48,0.0017612639290430594,-108726.37916379055,197.5866220665634,4.644909300809957,84.5964494926 250.048459808 165.355090699
10.0,49,0.0009174214678862515,-108726.37916379055,197.93636892242404,4.288166743741442,84.2531920457 250.034974698 165.711833256
10.0,50,0.00015393391979091187,-108726.37916379055,198.0796327448573,3.9278425914922366,83.913516196 250.014326395 166.072157409
10.0,51,1.3322232809006074e-05,-108726.37916379055,198.03748659696737,3.572786694258653,83.5727866943 249.995785399 166.431427907
10.0,52,0.00017260593757126226,-108726.37916379055,197.88578252578134,3.2282645927029563,83.2282645927 249.984829605 166.786905802
10.0,53,0.0002275261556930046,-108726.37916379055,197.71160784192716,2.879388126956286,82.879388127 249.982582543 167.138029329
10.0,54,0.00012889799170805576,-108726.37916379055,197.58051093503013,2.5272342471082823,82.5272342471 249.986890322 167.485875431
10.0,55,2.5824612140197715e-05,-108726.37916379055,197.52183145203077,2.1736133957548702,82.1736133958 249.994132063 167.832254541
10.0,56,6.29073955105309e-07,-108726.37916379055,197.5309898631818,1.8211374047736513,81.8202215521 250.000915853 168.178862595
10.0,57,1.976070366762915e-05,-108726.37916379055,197.58231978338955,1.473246173495454,81.4681131706 250.005133004 168.526753827
10.0,58,2.913754367680647e-05,-108726.37916379055,197.64464959362243,1.1237970324828268,81.1175640379 250.006232994 168.876202968
10.0,59,1.79283367439106e-05,-108726.37916379055,197.69354176226443,0.7731251577977787,80.768235923 250.004889234 169.226874842
10.0,60,4.189563187815968e-06,-108726.37916379055,197.71717666206342,0.42186252518064293,80.4194990251 250.0023635 169.578137475
10.0,61,1.0113465299467703e-08,-108726.37916379055,197.71603721412617,0.0707466471324949,80.0707466471 249.999886067 169.929367285
10.0,62,0.025885833041843574,-108726.37916379055,197.2354083279788,0.23382989770351514,79.8142329763 249.951937126 170.233829898
10.0,63,0.07535419609841995,-108726.37916379055,195.85819493546353,0.4485770864237111,79.6891442366 249.862278677 170.448577086
10.0,64,0.0971040537490988,-108726.37916379055,193.61575466775747,0.5527701423695248,79.671473869 249.775755989 170.552770142
10.0,65,0.09007372949889939,-108726.37916379055,190.96698232000847,0.5474693197946863,79.717407901 249.735122779 170.54746932
10.0,66,0.06183148074992031,-108469.89360243682,188.53581586732048,0.45180707496533046,79.791309555 249.75688337 170.451807075
10.0,67,0.027361560582329938,-108469.89360243682,186.83546085311974,0.2967873543479129,79.8732481351 249.829964511 170.296787354
10.0,68,0.0045269338662668355,-108469.89360243682,186.11440962716642,0.11813969104065336,79.9539654206 249.927894888 170.118139691
10.0,69,0.0007725593032200057,-108469.89360243682,186.3443825087063,0.050423313635235445,80.0274260186 250.022997295 169.949576686
10.0,70,0.010027660418761238,-108469.89360243682,187.29985813748982,0.18248860317612525,80.0869410341 250.095547569 169.817511397
10.0,71,0.02067190501799896,-108469.89360243682,188.66460373742314,0.2621282514348877,80.1256536859 250.136474566 169.737871749
10.0,72,0.024355660400162325,-108469.89360243682,190.12122449274187,0.28480660248027334,80.1391445211 250.145662082 169.715193398
10.0,73,0.019697868566251536,-108415.45132205996,191.4079469085192,0.25623750737179307,80.1275652592 250.128672248 169.743762493
10.0,74,0.010800778754664373,-108415.45132205996,192.34580528506712,0.18972377843110166,80.0959379333 250.093785845 169.810276222
10.0,75,0.003166256738243415,-108415.45132205996,192.84565087011543,0.10267520746964465,80.0526906405 250.049984567 169.897324793
10.0,76,5.2194265475436395e-05,-108415.45132205996,192.90260995308586,0.0130223684390387,80.0073264517 250.005695917 169.986977632
10.0,77,0.0012234420431582545,-108415.45132205996,192.58192761291724,0.06385860743273497,79.9682096176 249.967931775 170.063858607
10.0,78,0.004126753450183874,-108415.45132205996,191.99819921245194,0.1172829311936141,79.9410898996 249.941627169 170.117282931
10.0,79,0.006071275832620371,-108415.45132205996,191.29029959765745,0.14225601648016095,79.9285339347 249.929210048 170.142256016
10.0,80,0.005826251979441487,-108415.45132205996,190.59554882796164,0.13935756635152075,79.9301175016 249.930524932 170.139357566
10.0,81,0.003879400975333434,-108393.24207186737,190.02731586549174,0.1137159158797374,79.9431073716 249.943176713 170.113715916
10.0,82,0.0016160691391082056,-108393.24207186737,189.65966772709322,0.07339520937773614,79.9633695954 249.963235195 170.073395209
10.0,83,0.00022791575644536054,-108393.24207186737,189.52101179620826,0.02756207534650912,79.9863035103 249.986134415 170.027562075
10.0,84,6.955291492471794e-05,-108393.24207186737,189.5966315783869,0.015225893993260797,80.0076639079 250.007561986 169.984774106
10.0,85,0.0007011666608241838,-108393.24207186737,189.8382689701694,0.04834489915754148,80.0241811523 250.024163747 169.951655101
10.0,86,0.0013825739421071477,-108393.24207186737,190.17786948555738,0.06788660261440782,80.0339265436 250.033960059 169.932113397
10.0,87,0.0015924359388318104,-108393.24207186737,190.54236495202218,0.07285694163289236,80.0364073869 250.036449554 169.927143058
10.0,88,0.0012618885727533474,-108393.24207186737,190.86677205705257,0.06485609009322957,80.0324153718 250.032440718 169.93514391
10.0,89,0.0006734374974272602,-108393.24207186737,191.103689896581,0.047379392401410314,80.0236876011 250.023691792 169.952620608
10.0,90,0.00018628351882273809,-108393.24207186737,191.2282417177903,0.024918941619432644,80.0124637519 250.01245519 169.975081058
10.0,91,1.2590794421125854e-06,-108393.24207186737,191.23843180566496,0.0020487716974457726,80.0010297541 250.001019017 169.997951228
10.0,92,9.032031921807687e-05,-108393.24207186737,191.1516433855914,0.01735113822289236,79.9913276955 249.991321166 170.017351138
10.0,93,0.0002813855170255105,-108393.24207186737,190.99850792382682,0.03062584844428784,79.984687689 249.984686462 170.030625848
10.0,94,0.00040151474809494705,-108393.24207186737,190.81559885085454,0.03658377680164904,79.9817071218 249.981709101 170.036583777
10.0,95,0.0003770431080754212,-108393.24207186737,190.63835446840045,0.03545140071366859,79.9822730288 249.98227557 170.035451401
10.0,96,0.0002453756341565924,-108391.26257771332,190.4953660687599,0.028599169224975185,79.9856996634 249.985701168 170.028599169
10.0,97,9.852788626607596e-05,-108391.26257771332,190.40475478793525,0.018122430046105364,79.9909386902 249.990938879 170.01812243
10.0,98,1.2178789468857694e-05,-108391.26257771332,190.3728947090022,0.006371391808698945,79.9968146073 249.996814 170.006371392
10.0,99,6.02905472774444e-06,-108391.26257771332,190.39530617816183,0.0044830560172499645,80.002241901 250.002241155 169.995516944
10.0,100,4.9007433380394566e-05,-108391.26257771332,190.45921001144762,0.012781271351769874,80.0063908805 250.006390391 169.987218729
100.0,1,4440.666666666666,-115399.99999999999,6666.666666666669,58.333333333333314,57.3333333333 308.333333333 134.333333333
100.0,2,4210.819303705227,-115399.99999999999,228.55555555153478,56.607777777815215,58.8211111111 306.607777778 134.571111111
100.0,3,4.2143787844596885e-16,-115399.99999999999,228.55555496210263,54.88222222810606,60.308888877 304.882222228 134.808888895
100.0,4,2.1128956620988687e-16,-115399.99999999999,228.55555534330597,53.15666667459425,61.796666651 303.156666675 135.046666674
100.0,5,5.744640401762566e-16,-115399.99999999999,228.55555382622902,51.431111136295044,63.2844444159 301.431111136 135.284444448
100.0,6,0.028899184389052576,-115399.99999999999,218.7407376319502,49.803703759895825,64.7231481065 299.80370376 135.473148143
100.0,7,1.0681682561343213,-115399.99999999999,201.32091644762772,48.81117324979789,65.8039498583 298.81117325 135.384876892
100.0,8,0.5684020518387621,-115399.99999999999,235.66665958952603,48.321173280672156,66.5539498392 298.321173281 135.124876929
100.0,9,0.030795041761561594,-113087.77765136785,225.5350133844329,47.88183139675823,67.202633439 297.881831397 134.915535164
100.0,10,0.1434667392846523,-112851.371798933,203.66671912785796,47.55183107779658,67.6326340349 297.551831078 134.815534887
100.0,11,6.192267880042883e-13,-112851.371798933,203.6666744531201,47.221830998127814,68.0626341688 297.221830998 134.715534833
100.0,12,4.355382564907526e-14,-112851.371798933,203.66666298382916,46.891830986847026,68.4926341766 296.891830987 134.615534837
100.0,13,3.719935621794471e-17,-112851.371798933,203.66666326477207,46.561830979986325,68.9226341817 296.56183098 134.515534838
100.0,14,1.4194062783506614e-17,-112851.371798933,203.6666634835965,46.23183097523048,69.3526341858 296.231830975 134.415534839
100.0,15,5.278072139184663e-18,-112851.371798933,203.66666360213776,45.90183097195683,69.7826341891 295.901830972 134.315534839
100.0,16,2.8656461957003833e-18,-112851.371798933,203.6666636256425,45.571830969892915,70.2126341912 295.57183097 134.215534839
100.0,17,3.2686565797531248e-18,-112851.371798933,203.66666360706608,45.24183096875743,70.6426341921 295.241830969 134.115534839
100.0,18,5.158498843384771e-19,-112851.371798933,203.66666361302327,44.91183096802695,71.0726341924 294.911830968 134.01553484
100.0,19,1.4468566817936936e-19,-112851.371798933,203.66666363652234,44.58183096752299,71.5026341927 294.581830968 133.91553484
100.0,20,5.0263238276537017e-20,-112851.371798933,203.6666636538596,44.251830967208036,71.932634193 294.251830967 133.81553484
100.0,21,3.344498469454717e-20,-112851.371798933,203.66666365608785,43.92183096699512,72.3626341931 293.921830967 133.71553484
100.0,22,3.6273837645579345e-20,-112851.371798933,203.66666365278525,43.591830966902194,72.7926341931 293.591830967 133.61553484
100.0,23,5.564290567182628e-21,-112851.371798933,203.66666365615038,43.261830966841785,73.2226341931 293.261830967 133.51553484
100.0,24,1.94133406336383e-21,-112851.371798933,203.66666365750893,42.93183096680184,73.6526341931 292.931830967 133.41553484
100.0,25,1.7472961920799644e-21,-112851.371798933,203.66666365776473,42.60183096677031,74.0826341931 292.601830967 133.31553484
100.0,26,1.0193356920542808e-20,-112851.371798933,203.66666366059553,42.27183096677277,74.5126341931 292.271830967 133.21553484
100.0,27,5.209248667425468e-22,-112851.371798933,203.66666366107302,41.94183096678353,74.942634193 291.941830967 133.11553484
100.0,28,6.385518010411783e-21,-112851.371798933,203.66666365852643,41.611830966771436,75.372634193 291.611830967 133.01553484
100.0,29,3.8994982092724435e-16,-112851.371798933,203.66666373546968,41.28183096752991,75.8026341826 291.281830968 132.91553485
100.0,30,1.0922896038423946e-17,-112851.371798933,203.6666638599454,40.95183096953372,76.232634173 290.95183097 132.815534857
100.0,31,4.6036788840003474e-17,-112851.371798933,203.6666641215843,40.62183097415368,76.6626341591 290.621830974 132.715534867
100.0,32,4.456517056136834e-17,-112851.371798933,203.6666640745634,40.291830978304404,77.0926341487 290.291830978 132.615534873
100.0,33,1.879711385535505e-16,-112851.371798933,203.66666379858862,39.96183097969225,77.5226341457 289.96183098 132.515534875
100.0,34,1.7852039999051505e-17,-112851.371798933,203.66666369948211,39.63183098008858,77.9526341447 289.63183098 132.415534875
100.0,35,7.24555629550347e-17,-112851.371798933,203.66666397536028,39.301830983248294,78.3826341385 289.301830983 132.315534878
100.0,36,5.6093616797476796e-14,-112851.371798933,203.66667072004793,38.9718310537628,78.812633996 288.971831054 132.21553495
100.0,37,5.833621090712328e-14,-112851.371798933,203.6666637574681,38.64183105468334,79.2426339928 288.641831055 132.115534953
100.0,38,6.942631069967929e-18,-112851.371798933,203.6666636756363,38.31183105477851,79.6726339914 288.311831055 132.015534953
100.0,39,0.0035113827989292235,-112851.371798933,205.37726378464617,38.067359044531315,80.0684219918 287.998937056 131.932640955
100.0,40,0.07183033948411092,-112851.371798933,213.11409881940313,38.072884694349455,80.309473289 287.763411406 131.927115306
100.0,41,0.1010257745072009,-112851.371798933,222.28950862929628,37.986656245062534,80.3670163905 287.619639854 132.013343755
100.0,42,0.0022758188603520576,-112312.57661917209,223.6666490249545,37.886656391489936,80.397016684 287.489639707 132.113343609
100.0,43,1.324517350105791e-13,-112312.57661917209,223.66665952509925,37.78665643275423,80.4270167676 287.359639665 132.213343567
100.0,44,1.3010823454372602e-14,-112312.57661917209,223.66666281754965,37.68665644110365,80.4570167853 287.229639656 132.313343559
100.0,45,7.14858310640717e-15,-112312.57661917209,223.66666035136382,37.58665647415245,80.4870168515 287.099639622 132.413343526
100.0,46,2.2640674073752234e-16,-112312.57661917209,223.66666078183903,37.48665650242344,80.5170169094 286.969639593 132.513343498
100.0,47,3.2864460664261194e-16,-112312.57661917209,223.6666612887459,37.38665652573877,80.5470169565 286.839639569 132.613343474
100.0,48,6.190610767667389e-16,-112312.57661917209,223.66666199932274,37.28665654169018,80.5770169895 286.709639552 132.713343458
100.0,49,3.0995720352545086e-15,-112312.57661917209,223.66666364422917,37.18665654131593,80.6070169906 286.579639552 132.813343459
100.0,50,1.5725001159450051e-13,-112312.57661917209,223.6666521581069,37.08665665607353,80.6370172198 286.449639436 132.913343344
100.0,51,3.062835201591047e-14,-112312.57661917209,223.666657216472,36.98665671960936,80.6670173486 286.319639371 133.01334328
100.0,52,1.0605083797159326e-14,-112312.57661917209,223.66665427203407,36.88665681312824,80.6970175368 286.189639277 133.113343187
100.0,53,1.0625511452336987e-13,-112312.57661917209,223.66666368184246,36.78665681293714,80.7270175364 286.059639276 133.213343187
100.0,54,1.2612597342770504e-20,-112312.57661917209,223.6666636861455,36.686656812410746,80.7570175363 285.929639276 133.313343188
100.0,55,1.2891775029798594e-13,-112312.57661917209,223.6666532902857,36.586656915432116,80.7870177434 285.799639172 133.413343085
100.0,56,2.4150729354171913e-15,-112312.57661917209,223.66665470570956,36.48665700421563,80.8170179221 285.669639082 133.513342996
100.0,57,3.1605258006596645e-15,-112312.57661917209,223.6666530437103,36.38665710891769,80.8470181333 285.539638975 133.613342891
100.0,58,1.3420557276481179e-13,-112312.57661917209,223.66666368079655,36.286657108274255,80.8770181331 285.409638975 133.713342892
100.0,59,7.216420522294094e-14,-112312.57661917209,223.6666558776276,36.186657184726386,80.9070182878 285.279638897 133.813342815
100.0,60,1.228673297873768e-15,-112312.57661917209,223.66665689386286,36.086657251152644,80.9370184223 285.149638829 133.913342749
100.0,61,6.660950015429837e-16,-112312.57661917209,223.66665764682216,35.98665731002623,80.967018542 285.019638768 134.01334269
100.0,62,2.6559965697474552e-16,-112312.57661917209,223.66665811768462,35.88665736429351,80.9970186521 284.889638712 134.113342636
100.0,63,9.017163675998537e-17,-112312.57661917209,223.66665838973154,35.78665741575185,81.0270187568 284.759638659 134.213342584
100.0,64,1.706383011789016e-17,-112312.57661917209,223.66665850253162,35.686657466006125,81.0570188591 284.629638607 134.313342534
100.0,65,1.0457379266505546e-19,-112312.57661917209,223.66665849580136,35.58665751617619,81.0870189617 284.499638555 134.413342484
100.0,66,1.5725371397420557e-17,-112312.57661917209,223.6666585848409,35.48665756507839,81.1170190619 284.369638503 134.513342435
100.0,67,9.658466970030953e-17,-112312.57661917209,223.6666582918699,35.386657616711204,81.1470191678 284.239638449 134.613342383
100.0,68,3.7652637850960844e-17,-112312.57661917209,223.6666581061852,35.28665766997463,81.1770192772 284.109638393 134.71334233
100.0,69,3.6243821491389074e-14,-112312.57661917209,223.66666371049155,35.18665766940185,81.2070192767 283.979638393 134.813342331
100.0,70,3.1384220641058766e-22,-112312.57661917209,223.6666637097071,35.08665766882464,81.2370192762 283.849638393 134.913342331
100.0,71,1.3046305680515684e-21,-112312.57661917209,223.66666370777443,34.98665766825903,81.2670192758 283.719638392 135.013342332
100.0,72,1.5554448833495613e-22,-112312.57661917209,223.6666637072742,34.88665766767059,81.2970192753 283.589638392 135.113342332
100.0,73,7.254033352469323e-23,-112312.57661917209,223.666663706882,34.78665766709622,81.3270192749 283.459638392 135.213342333
100.0,74,6.744736606806837e-21,-112312.57661917209,223.66666371115093,34.686657666540555,81.3570192745 283.329638392 135.313342333
100.0,75,1.572693349340687e-20,-112312.57661917209,223.66666369741188,34.586657666004015,81.3870192741 283.199638392 135.413342334
100.0,76,3.4912340773210933e-19,-112312.57661917209,223.66666373878252,34.48665766548436,81.4170192738 283.069638392 135.513342335
100.0,77,2.1898781987036006e-19,-112312.57661917209,223.66666371087808,34.38665766485508,81.4470192732 282.939638392 135.613342335
100.0,78,1.1969124200786578e-20,-112312.57661917209,223.66666370803023,34.286657664253084,81.4770192728 282.809638391 135.713342336
100.0,79,7.304917844448727e-20,-112312.57661917209,223.66666370084522,34.18665766372453,81.5070192725 282.679638391 135.813342336
100.0,80,5.477620739408145e-20,-112312.57661917209,223.66666369362042,34.086657663272916,81.5370192723 282.549638391 135.913342337
100.0,81,4.9186319397033296e-21,-112312.57661917209,223.66666369630912,33.986657662777986,81.5670192721 282.419638391 136.013342337
100.0,82,3.5945023120037666e-21,-112312.57661917209,223.6666636989239,33.886657662271574,81.5970192719 282.28963839 136.113342338
100.0,83,1.827255570988015e-21,-112312.57661917209,223.66666370049848,33.786657661760444,81.6270192716 282.15963839 136.213342338
100.0,84,1.6356497641858331e-21,-112312.57661917209,223.66666369900918,33.68665766125639,81.6570192713 282.02963839 136.313342339
100.0,85,1.1794135596229405e-19,-112312.57661917209,223.6666637090534,33.586657660640526,81.6870192709 281.89963839 136.413342339
100.0,86,3.584302693067493e-20,-112312.57661917209,223.666663714715,33.486657659968444,81.7170192703 281.76963839 136.51334234
100.0,87,2.221465297603054e-15,-112312.57661917209,223.66666228087956,33.38665767216733,81.7470192969 281.639638375 136.613342328
100.0,88,2.2218647845754076e-15,-112312.57661917209,223.666663713851,33.2866576714859,81.7770192964 281.509638375 136.713342329
100.0,89,1.7472258265286704e-20,-112312.57661917209,223.6666637092012,33.18665767084224,81.8070192959 281.379638375 136.813342329
100.0,90,1.399675930090741e-17,-112312.57661917209,223.6666635962988,33.08665767125035,81.8370192975 281.249638374 136.913342329
100.0,91,4.567858406633826e-17,-112312.57661917209,223.66666339829612,32.98665767343152,81.8670193031 281.11963837 137.013342327
100.0,92,9.778424415575508e-17,-112312.57661917209,223.6666636946493,32.88665767299469,81.8970193029 280.98963837 137.113342327
100.0,93,1.6101985648855386e-16,-112312.57661917209,223.66666332095497,32.78665767612719,81.9270193101 280.859638366 137.213342324
100.0,94,2.356286200335423e-16,-112312.57661917209,223.66666286542886,32.68665768350547,81.9570193261 280.729638357 137.313342316
100.0,95,4.356728395995984e-16,-112312.57661917209,223.6666634689127,32.586657684898796,81.9870193301 280.599638355 137.413342315
100.0,96,2.782038431041269e-17,-112312.57661917209,223.6666636356856,32.48665768493095,82.017019331 280.469638354 137.513342315
100.0,97,2.1135932014475824e-19,-112312.57661917209,223.66666362107117,32.38665768509637,82.0470193322 280.339638353 137.613342315
100.0,98,1.636265792945277e-18,-112312.57661917209,223.66666358176963,32.2866576855983,82.0770193341 280.209638351 137.713342314
100.0,99,1.8439405881761307e-18,-112312.57661917209,223.66666362140086,32.18665768570415,82.1070193352 280.07963835 137.813342314
100.0,100,5.884723273866052e-19,-112312.57661917209,223.66666364292746,32.0866576855982,82.1370193359 279.94963835 137.913342314
1000.0,1,4440.666666666666,-115399.99999999999,66666.66666666669,58.333333333333314,57.3333333333 308.333333333 134.333333333
1000.0,2,4417.319993043641,-115399.99999999999,228.55555553911836,58.160777777787416,57.482111111 308.160777778 134.357111111
1000.0,3,4.5889946814624286e-20,-115399.99999999999,228.5555555296255,57.988222222252546,57.6308888887 307.988222222 134.380888889
1000.0,4,1.5811524087466487e-22,-115399.99999999999,228.55555553297927,57.81566666671375,57.7796666665 307.815666667 134.404666667
1000.0,5,1.1097770945296094e-23,-115399.99999999999,228.55555553252452,57.64311111117422,57.9284444442 307.643111111 134.428444445
1000.0,6,2.3579561535293542e-23,-115399.99999999999,228.55555553076238,57.47055555563935,58.077222222 307.470555556 134.452222222
1000.0,7,2.7945009237526065e-22,-115399.99999999999,228.55555552985288,57.298000000105446,58.2259999997 307.298 134.476
1000.0,8,3.152017566418236e-22,-115399.99999999999,228.55555553468457,57.12544444456796,58.3747777774 307.125444445 134.499777778
1000.0,9,9.942434293590714e-23,-115399.99999999999,228.55555553098975,56.95288888903394,58.5235555552 306.952888889 134.523555556
1000.0,10,8.708770275247034e-23,-115399.99999999999,228.5555555313308,56.78033333350112,58.6723333329 306.780333334 134.547333334
1000.0,11,3.118171689124491e-22,-115399.99999999999,228.5555555245096,56.60777777797017,58.8211111107 306.607777778 134.571111111
1000.0,12,7.932482340314888e-24,-115399.99999999999,228.55555552519172,56.43522222243905,58.9698888884 306.435222222 134.594888889
1000.0,13,7.097780833072939e-23,-115399.99999999999,228.55555552183796,56.26266666691362,59.1186666661 306.262666667 134.618666667
1000.0,14,1.805601671513093e-21,-115399.99999999999,228.55555553587828,56.09011111137352,59.2674444439 306.090111111 134.642444445
1000.0,15,1.2208285151455543e-23,-115399.99999999999,228.55555553388876,55.91755555583728,59.4162222216 305.917555556 134.666222223
1000.0,16,1.1625610188391048e-22,-115399.99999999999,228.55555553332033,55.74500000029906,59.5649999994 305.745 134.69
1000.0,17,2.205195422800291e-21,-115399.99999999999,228.55555554787225,55.572444444753614,59.7137777771 305.572444445 134.713777778
1000.0,18,1.7002388509988127e-23,-115399.99999999999,228.55555554804278,55.39988888920578,59.8625555549 305.399888889 134.737555556
1000.0,19,9.605045847129468e-23,-115399.99999999999,228.55555554474586,55.2273333336625,60.0113333327 305.227333334 134.761333334
1000.0,20,7.710919696053056e-18,-115399.99999999999,228.55555474439052,55.054777778915195,60.1601111088 305.054777779 134.785111112
1000.0,21,7.76501220339721e-18,-115399.99999999999,228.5555555421879,54.882222223366966,60.3088888866 304.882222223 134.80888889
1000.0,22,2.829525506492787e-22,-115399.99999999999,228.55555553752674,54.7096666678226,60.4576666644 304.709666668 134.832666668
1000.0,23,1.966326388531582e-22,-115399.99999999999,228.55555554241528,54.537111112277614,60.6064444421 304.537111112 134.856444446
1000.0,24,1.1969078408988752e-20,-115399.99999999999,228.55555551524412,54.364555556758205,60.7552222198 304.364555557 134.880222223
1000.0,25,1.4420190881758391e-21,-115399.99999999999,228.55555552990973,54.192000001230156,60.9039999976 304.192000001 134.904000001
1000.0,26,8.648409583860236e-22,-115399.99999999999,228.55555553906152,54.01944444569227,61.0527777753 304.019444446 134.927777779
1000.0,27,8.539557335960204e-18,-115399.99999999999,228.5555538670692,53.8468888918228,61.2015555521 303.846888892 134.951555556
1000.0,28,3.324554179572751e-19,-115399.99999999999,228.55555353476257,53.674333338285805,61.3503333288 303.674333338 134.975333333
1000.0,29,1.0006478742420212e-20,-115399.99999999999,228.5555535909807,53.501777784689125,61.4991111055 303.501777785 134.99911111
1000.0,30,7.366239465185023e-20,-115399.99999999999,228.55555375548556,53.329222230927144,61.6478888823 303.329222231 135.022888887
1000.0,31,1.1270033495634506e-19,-115399.99999999999,228.5555535613653,53.156666677363035,61.796666659 303.156666677 135.046666664
1000.0,32,7.419477577654276e-19,-115399.99999999999,228.55555306483802,52.984111124292895,61.9454444354 302.984111124 135.07044444
1000.0,33,1.0822038133796561e-19,-115399.99999999999,228.55555282279875,52.811555571466386,62.0942222117 302.811555571 135.094222217
1000.0,34,6.234102501675562e-20,-115399.99999999999,228.55555288043797,52.63900001859571,62.242999988 302.639000019 135.117999993
1000.0,35,1.3988767329215703e-19,-115399.99999999999,228.5555528456498,52.466444465777556,62.3917777643 302.466444466 135.14177777
1000.0,36,1.146640393311035e-19,-115399.99999999999,228.55555308723433,52.29388891269514,62.5405555408 302.293888913 135.165555547
1000.0,37,3.9576342284039084e-18,-115399.99999999999,228.55555277624399,52.12133335993144,62.6893333163 302.12133336 135.189333324
1000.0,38,3.869711496533417e-18,-115399.99999999999,228.55555314981893,51.94877780680741,62.8381110928 301.948777807 135.2131111
1000.0,39,5.742642168998324e-19,-115399.99999999999,228.5555526763701,51.77622225421618,62.9868888692 301.776222254 135.236888877
1000.0,40,2.83442656612879e-18,-115399.99999999999,228.55555165580336,51.603666702543194,63.1356666442 301.603666703 135.260666653
1000.0,41,5.639972281534143e-18,-115399.99999999999,228.55555140927345,51.43111115119905,63.2844444198 301.431111151 135.284444429
1000.0,42,3.774970987681548e-18,-115399.99999999999,228.55554996658748,51.258555601411445,63.4332221944 301.258555601 135.308222204
1000.0,43,3.013024627872122e-17,-115399.99999999999,228.55555344807635,51.086000048007804,63.5819999712 301.086000048 135.331999981
1000.0,44,3.2955382447454587e-19,-115399.99999999999,228.55555375076756,50.913444494099394,63.730777748 300.913444494 135.355777758
1000.0,45,2.5737496781730926e-19,-115399.99999999999,228.55555367505212,50.740888940332866,63.8795555251 300.74088894 135.379555535
1000.0,46,7.584067891125855e-18,-115399.99999999999,228.55555521494034,50.568333384673,64.0283333026 300.568333385 135.403333313
1000.0,47,9.460218146970018e-17,-115399.99999999999,228.55554975444784,50.39577783462994,64.1771110773 300.395777835 135.427111088
1000.0,48,1.2941123008143685e-14,-115399.99999999999,228.55548369034432,50.223222351017625,64.32588882 300.223222351 135.45088883
1000.0,49,1.287120115368984e-14,-115399.99999999999,228.55555287805055,50.05066679716475,64.4746665884 300.050666797 135.4746666
1000.0,50,0.004952301061848215,-115399.99999999999,187.92592157638092,49.91874088461202,64.6031295508 299.918740885 135.478129563
1000.0,51,0.015149283703150926,-115399.99999999999,247.80241689552577,49.85787664005744,64.6960616738 299.85787664 135.446061686
1000.0,52,4.47971628779009e-05,-112967.9693704087,251.66666183838652,49.80087663996795,64.7870616741 299.80087664 135.412061686
1000.0,53,2.1898975709618188e-14,-112967.9693704087,251.66657682820096,49.74387655452762,64.8780617172 299.743876555 135.37806173
1000.0,54,7.620638661596735e-15,-112967.9693704087,251.66662710415858,49.68687651867913,64.9690617343 299.686876519 135.344061747
1000.0,55,1.2198897178032338e-15,-112967.9693704087,251.66664732143,49.629876503734295,65.060061742 299.629876504 135.310061754
1000.0,56,1.1914823236031879e-16,-112967.9693704087,251.66665289930415,49.57287649542002,65.1510617454 299.572876495 135.276061759
1000.0,57,5.908817729045712e-17,-112967.9693704087,251.6666561041361,49.51587649249717,65.2420617452 299.515876492 135.242061762
1000.0,58,9.92202531594918e-18,-112967.9693704087,251.666657802788,49.45887649142577,65.3330617438 299.458876491 135.208061765
1000.0,59,1.9174866246512826e-17,-112967.9693704087,251.66666058550072,49.401876489594656,65.4240617448 299.40187649 135.174061766
1000.0,60,4.591890442002443e-19,-112967.9693704087,251.66666091706838,49.34487648813695,65.5150617454 299.344876488 135.140061766
1000.0,61,2.426473106942513e-19,-112967.9693704087,251.66666098977112,49.28787648708976,65.6060617457 299.287876487 135.106061767
1000.0,62,3.8342901892405543e-19,-112967.9693704087,251.66666146219677,49.23087648616007,65.6970617462 299.230876486 135.072061768
